# step time kinetic potential total_energy com_x com_y rms_radius
500 5 112598.77985169986 -198472.84199740097 -85874.062145701115 -0.1964466465497211 0.021183730766882597 24.346887223513498
510 5.1000000000000005 111208.11334495631 -195961.23144635791 -84753.118101401604 -0.19800854148563138 0.020531024205439615 24.829173013829728
520 5.2000000000000002 105168.12967669696 -189632.66113050317 -84464.531453806208 -0.19957043642154118 0.019878317643996692 25.312043662336404
530 5.2999999999999998 101070.3998766898 -184508.530349932 -83438.1304732422 -0.20113233135745104 0.019225611082553478 25.794050923596728
540 5.4000000000000004 95484.405013335374 -178789.99205963966 -83305.587046304281 -0.20269422629336187 0.018572904521110982 26.274027018312072
550 5.5 96163.755589265042 -179168.21743724807 -83004.461847983024 -0.20425612122927084 0.017920197959668333 26.750594010668241
560 5.6000000000000005 102269.25026786815 -185115.28353528809 -82846.033267419945 -0.20581801616518153 0.017267491398224429 27.224429715532327
570 5.7000000000000002 109277.85657907734 -190952.1593540663 -81674.302774988959 -0.20737991110109164 0.016614784836781984 27.697583629521564
580 5.7999999999999998 108465.86338200078 -189117.30001624493 -80651.43663424415 -0.20894180603700158 0.015962078275338819 28.172139767007536
590 5.9000000000000004 99318.485349374532 -178241.32963308541 -78922.844283710874 -0.21050370097291146 0.015309371713895983 28.648121827800544
600 6 93571.668205602939 -171858.27446971295 -78286.606264110014 -0.21206559590882185 0.014656665152452834 29.123310530222565
610 6.1000000000000005 89395.734961778129 -168019.67935245807 -78623.944390679942 -0.21362749084473187 0.014003958591009853 29.596054159345861
620 6.2000000000000002 89816.80070857337 -169037.98443621732 -79221.183727643947 -0.21518938578064198 0.013351252029567898 30.065523600020164
630 6.2999999999999998 97877.989104421635 -175994.28581588101 -78116.296711459378 -0.21675128071655206 0.012698545468124739 30.532369711133935
640 6.4000000000000004 97536.883351816999 -174693.21760588206 -77156.334254065063 -0.21831317565246269 0.012045838906681696 30.998556696938081
650 6.5 97944.920509529256 -174834.24649083242 -76889.325981303162 -0.21987507058837225 0.01139313234523855 31.464425528846583
660 6.6000000000000005 98940.060254911528 -176226.60385785176 -77286.543602940234 -0.22143696552428255 0.0107404257837954 31.930051027275386
670 6.7000000000000002 95769.437762722038 -172806.52996015199 -77037.092197429956 -0.22299886046019282 0.010087719222352421 32.395452865551768
680 6.7999999999999998 97149.860726374347 -174788.82652206742 -77638.965795693075 -0.22456075539610304 0.0094350126609082235 32.86001884148606
690 6.9000000000000004 96901.913612084565 -173855.27650122772 -76953.362889143158 -0.22612265033201329 0.0087823060994661976 33.323998413910765
700 7 90534.434719194163 -167483.59252551879 -76949.157806324627 -0.22768454526792303 0.0081295995380233736 33.787210442471398
710 7.1000000000000005 89288.481188878461 -166599.26530257057 -77310.784113692105 -0.2292464402038337 0.0074768929765812392 34.248459967122791
720 7.2000000000000002 91783.421919870452 -168132.41998488668 -76348.998065016232 -0.23080833513974358 0.0068241864151368731 34.707594433125387
730 7.2999999999999998 95561.627028938936 -171741.43700887566 -76179.809979936719 -0.23237023007565324 0.0061714798536939598 35.165323452129499
740 7.4000000000000004 100554.62188804508 -176274.37312765745 -75719.751239612378 -0.23393212501156377 0.0055187732922521576 35.622688553417582
750 7.5 101636.49146745137 -176733.78096896925 -75097.28950151788 -0.23549401994747365 0.0048660667308093684 36.080675206030492
760 7.6000000000000005 98285.871127446531 -172814.28491205417 -74528.413784607634 -0.2370559148833829 0.0042133601693658687 36.539651237441348
770 7.7000000000000002 97529.398318966996 -171315.5963338874 -73786.198014920403 -0.2386178098192939 0.0035606536079237981 36.999180500841462
780 7.7999999999999998 94717.501067633799 -168167.88217883604 -73450.381111202238 -0.24017970475520348 0.0029079470464800513 37.459091080762946
790 7.9000000000000004 92890.231299732113 -166410.81636985787 -73520.585070125759 -0.24174159969111403 0.002255240485037573 37.918764064064717
800 8 93360.26115348532 -167088.73534474414 -73728.474191258822 -0.24330349462702411 0.0016025339235953135 38.377827097720498
810 8.0999999999999996 97488.228666550945 -171241.70628914275 -73753.477622591803 -0.24486538956293363 0.00094982736215142743 38.836546625115169
820 8.1999999999999993 97745.086300377297 -171647.44795373708 -73902.361653359781 -0.24642728449884468 0.00029712080070873998 39.295482271597535
830 8.3000000000000007 96442.083474669664 -169589.98093518009 -73147.89746051043 -0.24798917943475435 -0.00035558576073473042 39.754862249534135
840 8.4000000000000004 92404.389656908636 -164953.52921472985 -72549.13955782121 -0.24955107437066448 -0.0010082923221766927 40.214512374696525
850 8.5 92327.47420575752 -164615.79537215899 -72288.321166401467 -0.25111296930657434 -0.0016609988836196704 40.673779997856769
860 8.5999999999999996 92009.772582599064 -163139.91707630333 -71130.144493704269 -0.2526748642424842 -0.0023137054450627832 41.132788816448205
870 8.7000000000000011 90514.672776469612 -161649.5557986784 -71134.883022208785 -0.25423675917839422 -0.0029664120065052394 41.591481619206832
880 8.8000000000000007 92819.427965691735 -163764.75414335256 -70945.326177660827 -0.25579865411430458 -0.0036191185679479774 42.049682930680056
890 8.9000000000000004 94984.406068411408 -165605.20349091318 -70620.797422501768 -0.25736054905021455 -0.0042718251293908591 42.507962424427291
900 9 95863.079813281176 -165988.32099941288 -70125.241186131709 -0.25892244398612513 -0.0049245316908332892 42.966819554089177
910 9.0999999999999996 96270.222224780868 -166341.28354836936 -70071.061323588496 -0.26048433892203521 -0.0055772382522766397 43.426366709454257
920 9.2000000000000011 97153.347303856732 -166794.37441625961 -69641.02711240288 -0.26204623385794568 -0.0062299448137208852 43.886773296757205
930 9.3000000000000007 92797.457322474846 -161154.26058830364 -68356.803265828799 -0.26360812879385548 -0.0068826513751618478 44.348048209531576
940 9.4000000000000004 87465.586812097172 -155801.86762251516 -68336.280810417986 -0.2651700237297655 -0.0075353579366058878 44.80950297152355
950 9.5 83054.471136263805 -150929.48795628245 -67875.016820018645 -0.26673191866567503 -0.0081880644980481983 45.270329059288926
960 9.5999999999999996 82314.40616138163 -150631.600377597 -68317.194216215372 -0.26829381360158544 -0.0088407710594905382 45.729811103897561
970 9.7000000000000011 86534.021892041434 -153742.64979813216 -67208.627906090725 -0.26985570853749563 -0.0094934776209343267 46.188019629489503
980 9.8000000000000007 83147.277046641757 -149399.34465589729 -66252.067609255537 -0.27141760347340554 -0.0101461841823768 46.645628784908503
990 9.9000000000000004 79029.274596481191 -146112.62437575022 -67083.349779269032 -0.27297949840931596 -0.010798890743819053 47.102214552906872
1000 10 80162.605594583452 -147307.54277677395 -67144.937182190493 -0.27454139334522598 -0.011451597305263928 47.557199047445039
